TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
ART,THE ARTISANAL SPIRITS COMPANY PLC,ORD 0.25P,GB00BNXM3P96,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",04/06/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
55BC,THE COMMERCIAL BANK OF QATAR (Q.S.C.),GDR (5 GDR REPR 1 ORD) (144A),US2026091031,DPRS,Depositary receipts,Financials,Banks,27/06/2008,Qatar,USD,MAIN MARKET,Standard GDRs,MISC,INTM
CBQS,THE COMMERCIAL BANK OF QATAR (Q.S.C.),GDR (5 GDR REPR 1 ORD) (REG S),US2026092021,DPRS,Depositary receipts,Financials,Banks,27/06/2008,Qatar,USD,MAIN MARKET,Standard GDRs,IOBE,LLHE
ESCT,THE EUROPEAN SMALLER COMPANIES TRUST PLC,ORD 1.5625P,GB00BMCF8689,SHRS,Shares,Financials,Financial Services ,13/12/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
FUL,THE FULHAM SHORE PLC,ORD GBP0.01,GB00B9F8VG44,SHRS,Shares,Consumer Discretionary,Travel and Leisure,20/10/2014,United Kingdom,GBX,AIM,,ASQ1,AMQ1
GSCT,THE GLOBAL SMALLER COMPANIES TRUST PLC,ORD 2.5P,GB00BKLXD974,SHRS,Shares,Financials,Financial Services ,31/10/2019,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
GYM,THE GYM GROUP PLC,ORD 0.01P,GB00BZBX0P70,SHRS,Shares,Consumer Discretionary,Travel and Leisure,09/11/2015,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TMG,THE MISSION GROUP PLC,ORD 10P,GB00B11FD453,SHRS,Shares,Consumer Discretionary,Media,20/12/2006,United Kingdom,GBX,AIM,,ASX1,AIMP
PEBB,THE PEBBLE GROUP PLC,ORD 1P,GB00BK71XP16,SHRS,Shares,Consumer Discretionary,Media,05/12/2019,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRIG,THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,ORD NPV,GG00BBHX2H91,SHRS,Shares,Financials,Financial Services ,29/07/2013,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
MNTC,THE SCHIEHALLION FUND LIMITED,C SHS NPV,GG00BMH3TR59,SHRS,Shares,Financials,Financial Services ,26/04/2021,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
MNTN,THE SCHIEHALLION FUND LIMITED,ORD NPV,GG00BJ0CDD21,SHRS,Shares,Financials,Financial Services ,27/03/2019,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
WRKS,THEWORKS.CO.UK PLC,ORD 1P,GB00BF5HBF20,SHRS,Shares,Consumer Discretionary,Retail ,19/07/2018,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON10
THG,THG PLC,ORD GBP0.005,GB00BMTV7393,SHRS,Shares,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",19/09/2020,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSMU,SMEU
TSL,THINKSMART LIMITED,ORD NPV (DI),AU000XINEAE8,SHRS,Shares,Industrials,Industrial Goods and Services,06/12/2016,Australia,GBX,AIM,,ASQ1,AMQ1
TPOS,THIRD POINT INVESTORS LIMITED,ORD NPV $,GG00B1YQ7219,SHRS,Shares,Financials,Financial Services ,27/07/2018,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
TPOU,THIRD POINT INVESTORS LIMITED,ORD NPV $,GG00B1YQ7219,SHRS,Shares,Financials,Financial Services ,20/07/2007,Guernsey,USD,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
TLEI,THOMASLLOYD ENERGY IMPACT TRUST PLC,ORD USD0.01 $,GB00BLBJFZ25,SHRS,Shares,Financials,Financial Services ,14/12/2021,United Kingdom,USD,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
TLEP,THOMASLLOYD ENERGY IMPACT TRUST PLC,ORD USD0.01,GB00BLBJFZ25,SHRS,Shares,Financials,Financial Services ,14/12/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
THX,THOR EXPLORATIONS LTD,COM SHS NPV (DI),CA8851491040,SHRS,Shares,Basic Materials,Basic Resources,22/06/2021,Canada,GBX,AIM,,ASQ1,AMQ1
THR,THOR MINING PLC,ORD 0.01P,GB00BD0NBV71,SHRS,Shares,Basic Materials,Basic Resources,01/12/2016,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TFW,THORPE (F.W.) PLC,ORD 1P,GB00BC9ZLX92,SHRS,Shares,Technology,Technology,19/08/2013,United Kingdom,GBX,AIM,,AMSM,AF50
THRU,THRUVISION GROUP PLC,ORD 1P,GB00B627R876,SHRS,Shares,Industrials,Industrial Goods and Services,04/03/2010,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TGA,THUNGELA RESOURCES LIMITED,ORD NPV (DI),ZAE000296554,SHRS,Shares,Energy,Energy,07/06/2021,South Africa,GBX,MAIN MARKET,Standard Shares,SSMU,SMEU
TIA,TIALIS ESSENTIAL IT PLC,ORD 1P,GB00BN4M3M55,SHRS,Shares,Technology,Technology,03/11/2022,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TIFS,TI FLUID SYSTEMS PLC,ORD 1P,GB00BYQB9V88,SHRS,Shares,Consumer Discretionary,Automobiles and Parts,25/10/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TIR,TIGER ROYALTIES AND INVESTMENTS PLC,ORD 0.1P,GB0002308525,SHRS,Shares,Financials,Financial Services ,22/01/2001,United Kingdom,GBX,AIM,,ASX1,AIMP
TIME,TIME FINANCE PLC,ORD 10P,GB00BCDBXK43,SHRS,Shares,Financials,Financial Services ,19/08/2013,United Kingdom,GBX,AIM,,ASX1,AIMP
TMO,TIME OUT GROUP PLC,ORD GBP0.001,GB00BYYV0629,SHRS,Shares,Consumer Discretionary,Media,14/06/2016,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TNT,TINTRA PLC,ORD 1P,GB00BHXM9D70,SHRS,Shares,Consumer Discretionary,Travel and Leisure,05/03/2019,United Kingdom,GBX,AIM,,ASX1,AIMP
TBLD,TINYBUILD INC.,"COM SHS USD0.001 (DI) (REG S, CAT 3)",USU8884H1033,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,09/03/2021,United States,GBX,AIM,,ASX1,AMSR
TGR,TIRUPATI GRAPHITE PLC,ORD GBP 0.025,GB00BFYMWJ95,SHRS,Shares,Basic Materials,Basic Resources,14/12/2020,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TRX,TISSUE REGENIX GROUP PLC,ORD 0.1P,GB00B5SGVL29,SHRS,Shares,Health Care ,Health Care  ,29/06/2010,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TON,TITON HOLDINGS PLC,ORD 10P,GB0008941402,SHRS,Shares,Industrials,Construction and Materials,17/09/1999,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TLOU,TLOU ENERGY LIMITED,ORD NPV (DI),AU000000TOU2,SHRS,Shares,Energy,Energy,30/11/2015,Australia,GBX,AIM,,ASQ1,AMQ1
TMTA,TMT ACQUISITION PLC,ORD 4P,GB00BN7DKC44,SHRS,Shares,Financials,Financial Services ,11/10/2021,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TMT,TMT INVESTMENTS PLC,ORD NPV,JE00B3RQZ289,SHRS,Shares,Financials,Financial Services ,10/12/2010,Jersey,USD,AIM,,AMSM,ASM8
TOM,TOMCO ENERGY PLC,ORD NPV,IM00BZBXMN96,SHRS,Shares,Energy,Energy,12/06/2017,Isle of Man,GBX,AIM,,ASQ1,AMQ1
TOOP,TOOPLE PLC,ORD 0.01P,GB00BZ8TP087,SHRS,Shares,Telecommunications,Telecommunications,10/05/2016,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TPT,TOPPS TILES PLC,ORD 3 1/3P,GB00B18P5K83,SHRS,Shares,Consumer Discretionary,Retail ,01/08/2006,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
MEX,TORTILLA MEXICAN GRILL PLC,ORD GBP0.01,GB00BNYDGZ21,SHRS,Shares,Consumer Discretionary,Travel and Leisure,08/10/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TTE,TOTALENERGIES SE,TOTALENERGIES ORD SHS,FR0000120271,SHRS,Shares,Energy,Energy,07/11/2007,France,EUR,MAIN MARKET,Standard Shares,SSMU,SMEV
TLY,TOTALLY PLC,ORD 10P,GB00BYM1JJ00,SHRS,Shares,Health Care ,Health Care  ,15/09/2015,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TST,TOUCHSTAR PLC,ORD 5P,GB00BD9YDB55,SHRS,Shares,Technology,Technology,25/05/2016,United Kingdom,GBX,AIM,,ASX1,AIMP
TXP,TOUCHSTONE EXPLORATION INC,COM SHS NPV (DI),CA89156L1085,SHRS,Shares,Energy,Energy,26/06/2017,Canada,GBX,AIM,,ASQ1,AMQ1
TRP,TOWER RESOURCES PLC,ORD GBP0.00001,GB00BZ6D6J81,SHRS,Shares,Energy,Energy,07/04/2016,United Kingdom,GBX,AIM,,ASX1,AIMP
TOWN,TOWN CENTRE SECURITIES PLC,ORD 25P,GB0003062816,SHRS,Shares,Real Estate,Real Estate ,08/07/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
TYT,TOYOTA MOTOR CORPORATION,Y50,JP3633400001,SHRS,Shares,Consumer Discretionary,Automobiles and Parts,27/09/2004,Japan,JPY,MAIN MARKET,Standard Shares,SSX4,SXSN
TPG,TP GROUP PLC,ORD 1P,GB0030591514,SHRS,Shares,Industrials,Industrial Goods and Services,04/07/2001,United Kingdom,GBX,AIM,,ASX1,AIMP
TCAP,TP ICAP GROUP PLC,ORD 25P,JE00BMDZN391,SHRS,Shares,Financials,Financial Services ,26/02/2021,Jersey,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TPX,TPXIMPACT HOLDINGS PLC,ORD 1P,GB00BGGK0V60,SHRS,Shares,Technology,Technology,04/12/2018,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TWD,TRACKWISE DESIGNS PLC,ORD 4P,GB00BFYT9999,SHRS,Shares,Technology,Technology,31/07/2018,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRCS,TRACSIS PLC,ORD 0.4P,GB00B28HSF71,SHRS,Shares,Technology,Technology,27/11/2007,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRAF,TRAFALGAR PROPERTY GROUP PLC,ORD 0.1P,GB00BMGS6031,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,30/12/2020,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRN,TRAINLINE PLC,ORD 1P,GB00BKDTK925,SHRS,Shares,Consumer Discretionary,Travel and Leisure,26/06/2019,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
TRAK,TRAKM8 HOLDINGS PLC,ORD 1P,GB00B0P1RP10,SHRS,Shares,Technology,Technology,29/11/2005,United Kingdom,GBX,AIM,,ASX1,AIMP
TRT,TRANSENSE TECHNOLOGIES PLC,ORD 10P,GB00BDHDTH21,SHRS,Shares,Industrials,Industrial Goods and Services,24/11/2016,United Kingdom,GBX,AIM,,ASX1,AIMP
TPK,TRAVIS PERKINS PLC,ORD £0.11205105,GB00BK9RKT01,SHRS,Shares,Industrials,Industrial Goods and Services,29/04/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TET,TREATT PLC,ORD 2P,GB00BKS7YK08,SHRS,Shares,Basic Materials,Chemicals,19/05/2014,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TRLS,TRELLUS HEALTH PLC,ORD GBP0.0006,GB00BNNFM402,SHRS,Shares,Health Care ,Health Care  ,28/05/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRMR,TREMOR INTERNATIONAL LTD,ORD NIS0.01 (DI),IL0011320343,SHRS,Shares,Consumer Discretionary,Media,28/05/2014,Israel,GBX,AIM,,AMSM,ASM6
TRD,TRIAD GROUP PLC,ORD 1P,GB0009035741,SHRS,Shares,Technology,Technology,24/09/2003,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
TI1,TRIAN INVESTORS 1 LIMITED,ORD NPV,GG00BF52MW15,SHRS,Shares,Financials,Financial Services ,27/09/2018,Guernsey,GBX,MAIN MARKET - SFS,,SFM1,SFML
TRB,TRIBAL GROUP PLC,ORD 5P,GB0030181522,SHRS,Shares,Technology,Technology,08/07/2005,United Kingdom,GBX,AIM,,AMSM,ASM7
TRR,TRIDENT ROYALTIES PLC,ORD 1P,GB00BF7J2535,SHRS,Shares,Basic Materials,Basic Resources,01/10/2018,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TRI,TRIFAST PLC,ORD 5P,GB0008883927,SHRS,Shares,Industrials,Industrial Goods and Services,19/12/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TRIN,TRINITY EXPLORATION & PRODUCTION PLC,ORD USD0.01,GB00BN7CJ686,SHRS,Shares,Energy,Energy,21/06/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
TENT,TRIPLE POINT ENERGY TRANSITION PLC,ORD GBP0.01,GB00BMCBZL07,SHRS,Shares,Financials,Financial Services ,19/10/2020,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
TPVC,TRIPLE POINT INCOME VCT PLC,C ORD 1P,GB00BGSH2G43,SHRS,Shares,Financials,Financial Services ,20/02/2014,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TPVD,TRIPLE POINT INCOME VCT PLC,D ORD 1P,GB00BNCBFH30,SHRS,Shares,Financials,Financial Services ,03/02/2015,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TPVE,TRIPLE POINT INCOME VCT PLC,E ORD 1P,GB00BD89H869,SHRS,Shares,Financials,Financial Services ,19/04/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
SOHO,TRIPLE POINT SOCIAL HOUSING REIT PLC,ORD 1P,GB00BF0P7H59,SHRS,Shares,Real Estate,Real Estate ,08/08/2017,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
TPOA,TRIPLE POINT VCT 2011 PLC,A ORD 1P,GB00BNCBFM82,SHRS,Shares,Financials,Financial Services ,17/03/2015,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TPOB,TRIPLE POINT VCT 2011 PLC,B ORD 1P,GB00BYSQV489,SHRS,Shares,Financials,Financial Services ,18/04/2016,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TPON,TRIPLE POINT VCT 2011 PLC,VENTURE ORD 1P,GB00BDTYGZ09,SHRS,Shares,Financials,Financial Services ,12/04/2019,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX3,SQNC
TSTL,TRISTEL PLC,ORD 1P,GB00B07RVT99,SHRS,Shares,Health Care ,Health Care  ,21/03/2007,United Kingdom,GBX,AIM,,ASQ1,AMQ1
BBOX,TRITAX BIG BOX REIT PLC,ORD 1P,GB00BG49KP99,SHRS,Shares,Real Estate,Real Estate ,09/12/2013,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
BOXE,TRITAX EUROBOX PLC,ORD EUR0.01 (EUR),GB00BG382L74,SHRS,Shares,Real Estate,Real Estate ,09/07/2018,United Kingdom,EUR,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
EBOX,TRITAX EUROBOX PLC,ORD EUR0.01 (GBP),GB00BG382L74,SHRS,Shares,Real Estate,Real Estate ,09/07/2018,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
TIGT,TROY INCOME & GROWTH TRUST PLC,ORD 25P,GB0003708665,SHRS,Shares,Financials,Financial Services ,18/12/2006,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
TRY,TR PROPERTY INVESTMENT TRUST PLC,ORD 25P,GB0009064097,SHRS,Shares,Financials,Financial Services ,31/10/2003,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25S
TRU,TRUFIN PLC,ORD 91P,JE00BYVWJZ03,SHRS,Shares,Financials,Financial Services ,21/02/2018,Jersey,GBX,AIM,,ASQ1,AMQ1
TRST,TRUSTPILOT GROUP PLC,ORD GBP0.01,GB00BNK9TP58,SHRS,Shares,Technology,Technology,26/03/2021,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TTG,TT ELECTRONICS PLC,ORD 25P,GB0008711763,SHRS,Shares,Technology,Technology,08/07/2005,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SHIP,TUFTON OCEANIC ASSETS LIMITED,ORD NPV,GG00BDFC1649,SHRS,Shares,Financials,Financial Services ,20/12/2017,Guernsey,USD,MAIN MARKET - SFS,,SFM2,SFQQ
SHPP,TUFTON OCEANIC ASSETS LIMITED,ORD NPV (GBX),GG00BDFC1649,SHRS,Shares,Financials,Financial Services ,01/07/2022,Guernsey,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
TUI,TUI AG,ORD REG SHS NPV (DI),DE000TUAG000,SHRS,Shares,Consumer Discretionary,Travel and Leisure,17/12/2014,Germany,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25S
TLW,TULLOW OIL PLC,ORD 10P,GB0001500809,SHRS,Shares,Energy,Energy,31/10/2003,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
TUN,TUNGSTEN WEST PLC,ORD GBP0.01,GB00BP6QM557,SHRS,Shares,Basic Materials,Basic Resources,21/10/2021,United Kingdom,GBX,AIM,,ASQ1,AMQ1
98LM,TURKIYE IS BANKASI A.S.,GDR (EACH REPR 1 'C' SHR) (144A),US9001514085,DPRS,Depositary receipts,Financials,Banks,27/11/2001,Turkey,USD,MAIN MARKET,Standard GDRs,MISC,INTM
TIBD,TURKIYE IS BANKASI A.S.,GDR (EACH REPR 1 'C' SHR) (REG S),US9001515074,DPRS,Depositary receipts,Financials,Banks,27/09/2004,Turkey,USD,MAIN MARKET,Standard GDRs,IOBU,LLLN
TFIF,TWENTYFOUR INCOME FUND LIMITED,ORD RED 1P,GG00B90J5Z95,SHRS,Shares,Financials,Financial Services ,06/03/2013,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
SMIF,TWENTYFOUR SELECT MONTHLY INCOME FUND LIMITED,ORD 1P,GG00BJVDZ946,SHRS,Shares,Financials,Financial Services ,10/03/2014,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
TYMN,TYMAN PLC,ORD 5P,GB00B29H4253,SHRS,Shares,Industrials,Construction and Materials,12/12/2007,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
UOS,UAE OIL SERVICES PLC,ORD GBP1.00,IM00BF5G7P11,SHRS,Shares,Financials,Financial Services ,25/04/2018,Isle of Man,GBX,MAIN MARKET,Standard Shares,SSX3,SQSL
5ESG,UBS (IRL) ETF PLC,UBS ETF S&P 500 ESG H-GBP DIS,IE00BHXMHR72,ETFS,ETFs,Financials,Financial Services ,12/04/2019,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
AUAD,UBS (IRL) ETF PLC,UBSETF MSCI AUSTRALIA AUD A-DIS,IE00BD4TY345,ETFS,ETFs,Financials,Financial Services ,21/09/2017,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
AUGA,UBS (IRL) ETF PLC,UBSETF AUSTRALIA HEDG. TO GBP A-ACC,IE00BXDZNQ90,ETFS,ETFs,Financials,Financial Services ,03/12/2015,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
AWSG,UBS (IRL) ETF PLC,UBS ETF ACWI SRI HDG GBP DIS,IE00BDR55B48,ETFS,ETFs,Financials,Financial Services ,04/01/2018,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
AWSR,UBS (IRL) ETF PLC,UBS ETF ACWI SRI HDG USD ACC,IE00BDR55703,ETFS,ETFs,Financials,Financial Services ,04/01/2018,Ireland,USD,MAIN MARKET,,ETFS,ETEU
GENE,UBS (IRL) ETF PLC,UBS (IRL) ETF GL GEN EQ USD ACC,IE00BDR5GV14,ETFS,ETFs,Financials,Financial Services ,03/07/2018,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
GENG,UBS (IRL) ETF PLC,UBS (IRL) ETF GL GEN EQ HDG GPB ACC,IE00BDR5H297,ETFS,ETFs,Financials,Financial Services ,03/07/2018,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
PEX,UBS (IRL) ETF PLC,UBS MSCI PACIFIC (EXJ) IMI SR UCITS ETF,IE000BKMMHF9,ETFS,ETFs,Financials,Financial Services ,21/07/2022,Ireland,GBX,MAIN MARKET,,EUET,UET3
S5EE,UBS (IRL) ETF PLC,UBS ETF S&P 500 ESG ELITE USD,IE00BLSN7P11,ETFS,ETFs,Financials,Financial Services ,12/03/2021,Ireland,GBX,MAIN MARKET,,EUET,UET7
S5EG,UBS (IRL) ETF PLC,UBS ETF S&P 500 ESG ELITE HGBP,IE00BLSN7X94,ETFS,ETFs,Financials,Financial Services ,12/03/2021,Ireland,GBX,MAIN MARKET,,EUET,UET7
S5SD,UBS (IRL) ETF PLC,UBS ETF S&P 500 ESG USD DIS,IE00BHXMHK04,ETFS,ETFs,Financials,Financial Services ,12/04/2019,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
SRIU,UBS (IRL) ETF PLC,UBS ETF MSCI USA SR USD DIS,IE00BJXT3B87,ETFS,ETFs,Financials,Financial Services ,13/05/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
SRIW,UBS (IRL) ETF PLC,UBS ETF MSCI WORLD SR USD DIS,IE00BK72HH44,ETFS,ETFs,Financials,Financial Services ,13/05/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
SRUG,UBS (IRL) ETF PLC,UBS ETF MSCI USA SR H-GBP DIS,IE00BJXT3H40,ETFS,ETFs,Financials,Financial Services ,13/05/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
SRWG,UBS (IRL) ETF PLC,UBS ETF MSCI WORLD SR H-GBP DIS,IE00BK72HN04,ETFS,ETFs,Financials,Financial Services ,13/05/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
UB0A,UBS (IRL) ETF PLC,UBSETF MSCI USA HD GBP A-ACC,IE00BYQ00Y50,ETFS,ETFs,Financials,Financial Services ,03/08/2017,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UC03,UBS (IRL) ETF PLC,UBS ETF - MSCI USA A-DIS,IE00B77D4428,ETFS,ETFs,Financials,Financial Services ,09/01/2014,Ireland,USD,MAIN MARKET,,ETF2,EFEU
UC04,UBS (IRL) ETF PLC,UBS ETF-MSCI USA (USD)A-DIS,IE00B77D4428,ETFS,ETFs,Financials,Financial Services ,28/06/2012,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
UC07,UBS (IRL) ETF PLC,UBS ETF-MSCI USA VALUE(USD)A-DIS,IE00B78JSG98,ETFS,ETFs,Financials,Financial Services ,28/06/2012,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
UC13,UBS (IRL) ETF PLC,UBS ETF-S&P 500(USD)A-DIS,IE00B7K93397,ETFS,ETFs,Financials,Financial Services ,28/06/2012,Ireland,GBX,MAIN MARKET,,ETFS,ETEN
UC95,UBS (IRL) ETF PLC,UBSETF FACTOR M. USA LOW VOL. USD A-DIS,IE00BX7RQY03,ETFS,ETFs,Financials,Financial Services ,23/09/2015,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UC96,UBS (IRL) ETF PLC,UBSETF FACTOR USA PRIME VALUE USD A-DIS,IE00BX7RR706,ETFS,ETFs,Financials,Financial Services ,23/09/2015,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UC99,UBS (IRL) ETF PLC,UBSETF FACTOR USA QUALITY USD A-DIS,IE00BX7RRJ27,ETFS,ETFs,Financials,Financial Services ,23/09/2015,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UKSR,UBS (IRL) ETF PLC,UBS ETF MSCI UK SRI A-DIS,IE00BMP3HN93,ETFS,ETFs,Financials,Financial Services ,29/10/2014,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UPVL,UBS (IRL) ETF PLC,UBSETF FACTOR USA PRIME V. H. GBP A-DIS,IE00BXDZNH00,ETFS,ETFs,Financials,Financial Services ,03/02/2016,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
UQLT,UBS (IRL) ETF PLC,UBSETF FACTOR USA QUALITY H. GBP A-DIS,IE00BXDZNK39,ETFS,ETFs,Financials,Financial Services ,03/02/2016,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
USFM,UBS (IRL) ETF PLC,UBSETF MSCI US SEL FACTOR MIX USD A-DIS,IE00BDGV0308,ETFS,ETFs,Financials,Financial Services ,17/05/2017,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
USPG,UBS (IRL) ETF PLC,UBSETF S&P 500 GBP HD A-DIS,IE00BD34DL14,ETFS,ETFs,Financials,Financial Services ,08/11/2016,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
WSCR,UBS (IRL) ETF PLC,UBS ETF MSCI WORLD SMALL CAP SRI DIS,IE00BKSCBW67,ETFS,ETFs,Financials,Financial Services ,23/08/2021,Ireland,GBX,MAIN MARKET,,EUET,UET7
BCCU,UBS (IRL) FUND SOLUTIONS PLC,UBSETF BLOOMBERG COMMODITY CMCI A-DIS,IE00BYYLVH00,ETFS,ETFs,Financials,Financial Services ,15/06/2017,Ireland,USD,MAIN MARKET,,ETFS,ETEU
CCUA,UBS (IRL) FUND SOLUTIONS PLC,UBS ETF CMCI COM CARRY USD A,IE00BKFB6L02,ETFS,ETFs,Financials,Financial Services ,24/01/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
CNUA,UBS (IRL) FUND SOLUTIONS PLC,UBS ETF MSCI CHINA A USD ACC,IE00BKFB6K94,ETFS,ETFs,Financials,Financial Services ,27/02/2020,Ireland,GBX,MAIN MARKET,,ETFS,ETEU
CXAP,UBS (IRL) FUND SOLUTIONS PLC,UBSETF CMCI EX-AGRICULTURE USD,IE00BZ2GV965,ETFS,ETFs,Financials,Financial Services ,10/05/2016,Ireland,GBX,MAIN MARKET,,ETF2,EFEU
CXAU,UBS (IRL) FUND SOLUTIONS PLC,UBSETF CMCI EX-AGRICULTURE USD,IE00BZ2GV965,ETFS,ETFs,Financials,Financial Services ,10/05/2016,Ireland,USD,MAIN MARKET,,ETFS,ETEU
